CURSAT ver 2.1              Date:         02-28-2020      Hour:       17:33:12
Input file:   seedbank.txt
Accumulation pseudoreplicates' file:      accum_seedbank_shuf.txt
Dataset pseudoreplicates' file:           pseud_seedbank_shuf.txt
Number of columns (sampling events):       121 
Number of rows (species, OTUs, ojects,...):              34 
Number of repetitions:       100 
Seed number:  12348695

Resampling without replacement

Replicate	Sampling event	Accumulation per n. of events	
 3 	 69 	 32 	
 3 	 70 	 32 	
 3 	 71 	 32 	
 3 	 72 	 32 	
 3 	 73 	 32 	
 3 	 74 	 32 	
 3 	 75 	 32 	
 3 	 76 	 32 	
 3 	 77 	 32 	
 3 	 78 	 32 	
 3 	 79 	 32 	
 3 	 80 	 32 	
 3 	 81 	 33 	
 3 	 82 	 33 	
 3 	 83 	 33 	
 3 	 84 	 33 	
 3 	 85 	 33 	
 3 	 86 	 33 	
 3 	 87 	 33 	
 3 	 88 	 33 	
 3 	 89 	 33 	
 3 	 90 	 33 	
 3 	 91 	 33 	
 3 	 92 	 33 	
 3 	 93 	 33 	
 3 	 94 	 33 	
 3 	 95 	 33 	
 3 	 96 	 33 	
 3 	 97 	 33 	
 3 	 98 	 33 	
 3 	 99 	 33 	
 3 	 100 	 33 	
 3 	 101 	 33 	
 3 	 102 	 33 	
 3 	 103 	 33 	
 3 	 104 	 33 	
 3 	 105 	 33 	
 3 	 106 	 33 	
 3 	 107 	 33 	
 3 	 108 	 33 	
 3 	 109 	 34 	
 3 	 110 	 34 	
 3 	 111 	 34 	
 3 	 112 	 34 	
 3 	 113 	 34 	
 3 	 114 	 34 	
 3 	 115 	 34 	
 3 	 116 	 34 	
 3 	 117 	 34 	
 3 	 118 	 34 	
 3 	 119 	 34 	
 3 	 120 	 34 	
 3 	 121 	 34 	
 4 	 1 	 5 	
 4 	 2 	 8 	
 4 	 3 	 10 	
 4 	 4 	 11 	
 4 	 5 	 13 	
 4 	 6 	 16 	
 4 	 7 	 16 	
 4 	 8 	 18 	
 4 	 9 	 18 	
 4 	 10 	 19 	
 4 	 11 	 19 	
 4 	 12 	 19 	
 4 	 13 	 20 	
 4 	 14 	 20 	
 4 	 15 	 20 	
 4 	 16 	 20 	
 4 	 17 	 20 	
 4 	 18 	 21 	
 4 	 19 	 23 	
 4 	 20 	 23 	
 4 	 21 	 23 	
 4 	 22 	 24 	
 4 	 23 	 25 	
 4 	 24 	 25 	
 4 	 25 	 25 	
 4 	 26 	 25 	
 4 	 27 	 25 	
 4 	 28 	 25 	
 4 	 29 	 25 	
 4 	 30 	 25 	
 4 	 31 	 26 	
 4 	 32 	 27 	
 4 	 33 	 27 	
 4 	 34 	 28 	
 4 	 35 	 28 	
 4 	 36 	 28 	
 4 	 37 	 28 	
 4 	 38 	 29 	
 4 	 39 	 29 	
 4 	 40 	 29 	
 4 	 41 	 30 	
 4 	 42 	 30 	
 4 	 43 	 30 	
 4 	 44 	 30 	
 4 	 45 	 31 	
 4 	 46 	 31 	
 4 	 47 	 31 	
 4 	 48 	 31 	
 4 	 49 	 31 	
 4 	 50 	 31 	
 4 	 51 	 31 	
 4 	 52 	 31 	
 4 	 53 	 31 	
 4 	 54 	 31 	
 4 	 55 	 31 	
 4 	 56 	 32 	
 4 	 57 	 32 	
 4 	 58 	 32 	
 4 	 59 	 32 	
 4 	 60 	 33 	
 4 	 61 	 33 	
 4 	 62 	 33 	
 4 	 63 	 33 	
 4 	 64 	 33 	
 4 	 65 	 33 	
 4 	 66 	 33 	
 4 	 67 	 33 	
 4 	 68 	 33 	
 4 	 69 	 33 	
 4 	 70 	 33 	
 4 	 71 	 33 	
 4 	 72 	 33 	
 4 	 73 	 33 	
 4 	 74 	 33 	
 4 	 75 	 33 	
 4 	 76 	 33 	
 4 	 77 	 33 	
 4 	 78 	 33 	
 4 	 79 	 33 	
 4 	 80 	 33 	
 4 	 81 	 33 	
 4 	 82 	 33 	
 4 	 83 	 34 	
 4 	 84 	 34 	
 4 	 85 	 34 	
 4 	 86 	 34 	
 4 	 87 	 34 	
 4 	 88 	 34 	
 4 	 89 	 34 	
 4 	 90 	 34 	
 4 	 91 	 34 	
 4 	 92 	 34 	
 4 	 93 	 34 	
 4 	 94 	 34 	
 4 	 95 	 34 	
 4 	 96 	 34 	
 4 	 97 	 34 	
 4 	 98 	 34 	
 4 	 99 	 34 	
 4 	 100 	 34 	
 4 	 101 	 34 	
 4 	 102 	 34 	
 4 	 103 	 34 	
 4 	 104 	 34 	
 4 	 105 	 34 	
 4 	 106 	 34 	
 4 	 107 	 34 	
 4 	 108 	 34 	
 4 	 109 	 34 	
 4 	 110 	 34 	
 4 	 111 	 34 	
 4 	 112 	 34 	
 4 	 113 	 34 	
 4 	 114 	 34 	
 4 	 115 	 34 	
 4 	 116 	 34 	
 4 	 117 	 34 	
 4 	 118 	 34 	
 4 	 119 	 34 	
 4 	 120 	 34 	
 4 	 121 	 34 	
 5 	 1 	 3 	
 5 	 2 	 3 	
 5 	 3 	 5 	
 5 	 4 	 8 	
 5 	 5 	 10 	
 5 	 6 	 13 	
 5 	 7 	 14 	
 5 	 8 	 16 	
 5 	 9 	 16 	
 5 	 10 	 17 	
 5 	 11 	 17 	
 5 	 12 	 17 	
 5 	 13 	 18 	
 5 	 14 	 19 	
 5 	 15 	 20 	
 5 	 16 	 20 	
 5 	 17 	 21 	
 5 	 18 	 22 	
 5 	 19 	 22 	
 5 	 20 	 22 	
 5 	 21 	 25 	
 5 	 22 	 25 	
 5 	 23 	 26 	
 5 	 24 	 27 	
 5 	 25 	 28 	
 5 	 26 	 28 	
 5 	 27 	 28 	
 5 	 28 	 29 	
 5 	 29 	 29 	
 5 	 30 	 29 	
 5 	 31 	 29 	
 5 	 32 	 29 	
 5 	 33 	 29 	
 5 	 34 	 29 	
 5 	 35 	 30 	
 5 	 36 	 30 	
 5 	 37 	 30 	
 5 	 38 	 30 	
 5 	 39 	 30 	
 5 	 40 	 30 	
 5 	 41 	 30 	
 5 	 42 	 30 	
 5 	 43 	 30 	
 5 	 44 	 30 	
 5 	 45 	 30 	
 5 	 46 	 30 	
 5 	 47 	 30 	
 5 	 48 	 30 	
 5 	 49 	 30 	
 5 	 50 	 30 	
 5 	 51 	 30 	
 5 	 52 	 30 	
 5 	 53 	 30 	
 5 	 54 	 30 	
 5 	 55 	 30 	
 5 	 56 	 30 	
 5 	 57 	 30 	
 5 	 58 	 31 	
 5 	 59 	 31 	
 5 	 60 	 31 	
 5 	 61 	 31 	
 5 	 62 	 32 	
 5 	 63 	 32 	
 5 	 64 	 32 	
 5 	 65 	 32 	
 5 	 66 	 32 	
 5 	 67 	 32 	
 5 	 68 	 32 	
 5 	 69 	 32 	
 5 	 70 	 33 	
 5 	 71 	 33 	
 5 	 72 	 33 	
 5 	 73 	 33 	
 5 	 74 	 33 	
 5 	 75 	 33 	
 5 	 76 	 33 	
 5 	 77 	 33 	
 5 	 78 	 33 	
 5 	 79 	 33 	
 5 	 80 	 33 	
 5 	 81 	 33 	
 5 	 82 	 33 	
 5 	 83 	 33 	
 5 	 84 	 33 	
 5 	 85 	 33 	
 5 	 86 	 33 	
 5 	 87 	 33 	
 5 	 88 	 34 	
 5 	 89 	 34 	
 5 	 90 	 34 	
 5 	 91 	 34 	
 5 	 92 	 34 	
 5 	 93 	 34 	
 5 	 94 	 34 	
 5 	 95 	 34 	
 5 	 96 	 34 	
 5 	 97 	 34 	
 5 	 98 	 34 	
 5 	 99 	 34 	
 5 	 100 	 34 	
 5 	 101 	 34 	
 5 	 102 	 34 	
 5 	 103 	 34 	
 5 	 104 	 34 	
 5 	 105 	 34 	
 5 	 106 	 34 	
 5 	 107 	 34 	
 5 	 108 	 34 	
 5 	 109 	 34 	
 5 	 110 	 34 	
 5 	 111 	 34 	
 5 	 112 	 34 	
 5 	 113 	 34 	
 5 	 114 	 34 	
 5 	 115 	 34 	
 5 	 116 	 34 	
 5 	 117 	 34 	
 5 	 118 	 34 	
 5 	 119 	 34 	
 5 	 120 	 34 	
 5 	 121 	 34 	
 6 	 1 	 2 	
 6 	 2 	 3 	
 6 	 3 	 5 	
 6 	 4 	 5 	
 6 	 5 	 7 	
 6 	 6 	 7 	
 6 	 7 	 7 	
 6 	 8 	 8 	
 6 	 9 	 9 	
 6 	 10 	 10 	
 6 	 11 	 10 	
 6 	 12 	 13 	
 6 	 13 	 13 	
 6 	 14 	 15 	
 6 	 15 	 16 	
 6 	 16 	 18 	
 6 	 17 	 19 	
 6 	 18 	 19 	
 6 	 19 	 21 	
 6 	 20 	 21 	
 6 	 21 	 21 	
 6 	 22 	 22 	
 6 	 23 	 23 	
 6 	 24 	 24 	
 6 	 25 	 24 	
 6 	 26 	 25 	
 6 	 27 	 25 	
 6 	 28 	 25 	
 6 	 29 	 25 	
 6 	 30 	 25 	
 6 	 31 	 25 	
 6 	 32 	 25 	
 6 	 33 	 25 	
 6 	 34 	 25 	
 6 	 35 	 25 	
 6 	 36 	 25 	
 6 	 37 	 25 	
 6 	 38 	 25 	
 6 	 39 	 27 	
 6 	 40 	 27 	
 6 	 41 	 28 	
 6 	 42 	 28 	
 6 	 43 	 28 	
 6 	 44 	 28 	
 6 	 45 	 28 	
 6 	 46 	 28 	
 6 	 47 	 28 	
 6 	 48 	 28 	
 6 	 49 	 29 	
 6 	 50 	 29 	
 6 	 51 	 29 	
 6 	 52 	 30 	
 6 	 53 	 30 	
 6 	 54 	 30 	
 6 	 55 	 30 	
 6 	 56 	 30 	
 6 	 57 	 30 	
 6 	 58 	 30 	
 6 	 59 	 30 	
 6 	 60 	 30 	
 6 	 61 	 30 	
 6 	 62 	 31 	
 6 	 63 	 31 	
 6 	 64 	 32 	
 6 	 65 	 32 	
 6 	 66 	 32 	
 6 	 67 	 33 	
 6 	 68 	 33 	
 6 	 69 	 33 	
 6 	 70 	 33 	
 6 	 71 	 34 	
 6 	 72 	 34 	
 6 	 73 	 34 	
 6 	 74 	 34 	
 6 	 75 	 34 	
 6 	 76 	 34 	
 6 	 77 	 34 	
 6 	 78 	 34 	
 6 	 79 	 34 	
 6 	 80 	 34 	
 6 	 81 	 34 	
 6 	 82 	 34 	
 6 	 83 	 34 	
 6 	 84 	 34 	
 6 	 85 	 34 	
 6 	 86 	 34 	
 6 	 87 	 34 	
 6 	 88 	 34 	
 6 	 89 	 34 	
 6 	 90 	 34 	
 6 	 91 	 34 	
 6 	 92 	 34 	
 6 	 93 	 34 	
 6 	 94 	 34 	
 6 	 95 	 34 	
 6 	 96 	 34 	
 6 	 97 	 34 	
 6 	 98 	 34 	
 6 	 99 	 34 	
 6 	 100 	 34 	
 6 	 101 	 34 	
 6 	 102 	 34 	
 6 	 103 	 34 	
 6 	 104 	 34 	
 6 	 105 	 34 	
 6 	 106 	 34 	
 6 	 107 	 34 	
 6 	 108 	 34 	
 6 	 109 	 34 	
 6 	 110 	 34 	
 6 	 111 	 34 	
 6 	 112 	 34 	
 6 	 113 	 34 	
 6 	 114 	 34 	
 6 	 115 	 34 	
 6 	 116 	 34 	
 6 	 117 	 34 	
 6 	 118 	 34 	
 6 	 119 	 34 	
 6 	 120 	 34 	
 6 	 121 	 34 	
 7 	 1 	 4 	
 7 	 2 	 6 	
 7 	 3 	 7 	
 7 	 4 	 10 	
 7 	 5 	 10 	
 7 	 6 	 11 	
 7 	 7 	 11 	
 7 	 8 	 16 	
 7 	 9 	 17 	
 7 	 10 	 18 	
 7 	 11 	 19 	
 7 	 12 	 20 	
 7 	 13 	 20 	
 7 	 14 	 20 	
 7 	 15 	 22 	
 7 	 16 	 22 	
 7 	 17 	 22 	
 7 	 18 	 24 	
 7 	 19 	 25 	
 7 	 20 	 26 	
 7 	 21 	 26 	
 7 	 22 	 26 	
 7 	 23 	 26 	
 7 	 24 	 26 	
 7 	 25 	 26 	
 7 	 26 	 26 	
 7 	 27 	 26 	
 7 	 28 	 26 	
 7 	 29 	 26 	
 7 	 30 	 26 	
 7 	 31 	 26 	
 7 	 32 	 26 	
 7 	 33 	 26 	
 7 	 34 	 27 	
 7 	 35 	 27 	
 7 	 36 	 27 	
 7 	 37 	 27 	
 7 	 38 	 27 	
 7 	 39 	 27 	
 7 	 40 	 27 	
 7 	 41 	 27 	
 7 	 42 	 27 	
 7 	 43 	 27 	
 7 	 44 	 28 	
 7 	 45 	 28 	
 7 	 46 	 28 	
 7 	 47 	 28 	
 7 	 48 	 28 	
 7 	 49 	 28 	
 7 	 50 	 28 	
 7 	 51 	 28 	
 7 	 52 	 28 	
 7 	 53 	 28 	
 7 	 54 	 28 	
 7 	 55 	 28 	
 7 	 56 	 28 	
 7 	 57 	 28 	
 7 	 58 	 28 	
 7 	 59 	 28 	
 7 	 60 	 28 	
 7 	 61 	 29 	
 7 	 62 	 29 	
 7 	 63 	 29 	
 7 	 64 	 29 	
 7 	 65 	 29 	
 7 	 66 	 29 	
 7 	 67 	 29 	
 7 	 68 	 30 	
 7 	 69 	 30 	
 7 	 70 	 30 	
 7 	 71 	 30 	
 7 	 72 	 30 	
 7 	 73 	 30 	
 7 	 74 	 31 	
 7 	 75 	 31 	
 7 	 76 	 31 	
 7 	 77 	 31 	
 7 	 78 	 31 	
 7 	 79 	 31 	
 7 	 80 	 31 	
 7 	 81 	 31 	
 7 	 82 	 32 	
 7 	 83 	 32 	
 7 	 84 	 32 	
 7 	 85 	 32 	
 7 	 86 	 32 	
 7 	 87 	 32 	
 7 	 88 	 32 	
 7 	 89 	 32 	
 7 	 90 	 32 	
 7 	 91 	 32 	
 7 	 92 	 33 	
 7 	 93 	 33 	
 7 	 94 	 33 	
 7 	 95 	 33 	
 7 	 96 	 33 	
 7 	 97 	 33 	
 7 	 98 	 33 	
 7 	 99 	 33 	
 7 	 100 	 33 	
 7 	 101 	 33 	
 7 	 102 	 33 	
 7 	 103 	 33 	
 7 	 104 	 33 	
 7 	 105 	 33 	
 7 	 106 	 34 	
 7 	 107 	 34 	
 7 	 108 	 34 	
 7 	 109 	 34 	
 7 	 110 	 34 	
 7 	 111 	 34 	
 7 	 112 	 34 	
 7 	 113 	 34 	
 7 	 114 	 34 	
 7 	 115 	 34 	
 7 	 116 	 34 	
 7 	 117 	 34 	
 7 	 118 	 34 	
 7 	 119 	 34 	
 7 	 120 	 34 	
 7 	 121 	 34 	
 8 	 1 	 9 	
 8 	 2 	 11 	
 8 	 3 	 12 	
 8 	 4 	 15 	
 8 	 5 	 17 	
 8 	 6 	 18 	
 8 	 7 	 18 	
 8 	 8 	 18 	
 8 	 9 	 19 	
 8 	 10 	 20 	
 8 	 11 	 20 	
 8 	 12 	 20 	
 8 	 13 	 20 	
 8 	 14 	 20 	
 8 	 15 	 20 	
 8 	 16 	 20 	
 8 	 17 	 20 	
 8 	 18 	 20 	
 8 	 19 	 20 	
 8 	 20 	 21 	
 8 	 21 	 21 	
 8 	 22 	 21 	
 8 	 23 	 21 	
 8 	 24 	 21 	
 8 	 25 	 21 	
 8 	 26 	 21 	
 8 	 27 	 21 	
 8 	 28 	 21 	
 8 	 29 	 22 	
 8 	 30 	 22 	
 8 	 31 	 22 	
 8 	 32 	 22 	
 8 	 33 	 23 	
 8 	 34 	 23 	
 8 	 35 	 23 	
 8 	 36 	 23 	
 8 	 37 	 24 	
 8 	 38 	 24 	
 8 	 39 	 24 	
 8 	 40 	 24 	
 8 	 41 	 24 	
 8 	 42 	 25 	
 8 	 43 	 25 	
 8 	 44 	 26 	
 8 	 45 	 27 	
 8 	 46 	 27 	
 8 	 47 	 27 	
 8 	 48 	 28 	
 8 	 49 	 28 	
 8 	 50 	 28 	
 8 	 51 	 29 	
 8 	 52 	 29 	
 8 	 53 	 29 	
 8 	 54 	 29 	
 8 	 55 	 29 	
 8 	 56 	 30 	
 8 	 57 	 30 	
 8 	 58 	 30 	
 8 	 59 	 31 	
 8 	 60 	 31 	
 8 	 61 	 31 	
 8 	 62 	 31 	
 8 	 63 	 31 	
 8 	 64 	 31 	
 8 	 65 	 31 	
 8 	 66 	 31 	
 8 	 67 	 31 	
 8 	 68 	 31 	
 8 	 69 	 31 	
 8 	 70 	 31 	
 8 	 71 	 31 	
 8 	 72 	 31 	
 8 	 73 	 31 	
 8 	 74 	 31 	
 8 	 75 	 31 	
 8 	 76 	 31 	
 8 	 77 	 32 	
 8 	 78 	 32 	
 8 	 79 	 32 	
 8 	 80 	 32 	
 8 	 81 	 32 	
 8 	 82 	 32 	
 8 	 83 	 32 	
 8 	 84 	 32 	
 8 	 85 	 32 	
 8 	 86 	 32 	
 8 	 87 	 32 	
 8 	 88 	 32 	
 8 	 89 	 32 	
 8 	 90 	 32 	
 8 	 91 	 32 	
 8 	 92 	 32 	
 8 	 93 	 32 	
 8 	 94 	 32 	
 8 	 95 	 32 	
 8 	 96 	 32 	
 8 	 97 	 32 	
 8 	 98 	 32 	
 8 	 99 	 32 	
 8 	 100 	 32 	
 8 	 101 	 33 	
 8 	 102 	 33 	
 8 	 103 	 33 	
 8 	 104 	 33 	
 8 	 105 	 33 	
 8 	 106 	 33 	
 8 	 107 	 33 	
 8 	 108 	 34 	
 8 	 109 	 34 	
 8 	 110 	 34 	
 8 	 111 	 34 	
 8 	 112 	 34 	
 8 	 113 	 34 	
 8 	 114 	 34 	
 8 	 115 	 34 	
 8 	 116 	 34 	
 8 	 117 	 34 	
 8 	 118 	 34 	
 8 	 119 	 34 	
 8 	 120 	 34 	
 8 	 121 	 34 	
 9 	 1 	 3 	
 9 	 2 	 7 	
 9 	 3 	 10 	
 9 	 4 	 12 	
 9 	 5 	 13 	
 9 	 6 	 14 	
 9 	 7 	 15 	
 9 	 8 	 16 	
 9 	 9 	 17 	
 9 	 10 	 19 	
 9 	 11 	 20 	
 9 	 12 	 20 	
 9 	 13 	 22 	
 9 	 14 	 22 	
 9 	 15 	 23 	
 9 	 16 	 23 	
 9 	 17 	 23 	
 9 	 18 	 23 	
 9 	 19 	 23 	
 9 	 20 	 23 	
 9 	 21 	 23 	
 9 	 22 	 23 	
 9 	 23 	 23 	
 9 	 24 	 25 	
 9 	 25 	 25 	
 9 	 26 	 25 	
 9 	 27 	 25 	
 9 	 28 	 26 	
 9 	 29 	 26 	
 9 	 30 	 26 	
 9 	 31 	 26 	
 9 	 32 	 26 	
 9 	 33 	 26 	
 9 	 34 	 26 	
 9 	 35 	 26 	
 9 	 36 	 27 	
 9 	 37 	 28 	
 9 	 38 	 28 	
 9 	 39 	 29 	
 9 	 40 	 29 	
 9 	 41 	 29 	
 9 	 42 	 29 	
 9 	 43 	 30 	
 9 	 44 	 30 	
 9 	 45 	 30 	
 9 	 46 	 31 	
 9 	 47 	 31 	
 9 	 48 	 31 	
 9 	 49 	 31 	
 9 	 50 	 31 	
 9 	 51 	 31 	
 9 	 52 	 31 	
 9 	 53 	 31 	
 9 	 54 	 31 	
 9 	 55 	 31 	
 9 	 56 	 31 	
 9 	 57 	 31 	
 9 	 58 	 31 	
 9 	 59 	 31 	
 9 	 60 	 31 	
 9 	 61 	 32 	
 9 	 62 	 32 	
 9 	 63 	 32 	
 9 	 64 	 32 	
 9 	 65 	 33 	
 9 	 66 	 33 	
 9 	 67 	 33 	
 9 	 68 	 33 	
 9 	 69 	 33 	
 9 	 70 	 33 	
 9 	 71 	 33 	
 9 	 72 	 33 	
 9 	 73 	 33 	
 9 	 74 	 33 	
 9 	 75 	 33 	
 9 	 76 	 33 	
 9 	 77 	 33 	
